eylül,5,Yılın dokuzuncu ayı
fünye,5,Barut vb. patlayıcı maddeleri ateşlemek için kullanılan kapsül
fıtık,5,"İç organlardan bir parçanın, genellikle bağırsak bölümünün karın çeperlerini geçip deri altında ur gibi bir şişkinlik yapması, kavlıç, yarımlık"
fakat,5,"Ancak, ama, lakin"
fazıl,5,"Faziletli, erdemli (kimse)"
ferah,5,"Kalp, gönül, iç vb.nin sıkıntısız, tasasız olma durumu"
figan,5,"Bağırarak ağlama, inleme"
firik,5,Olgunlaşmak üzere olan tahıl
fodla,5,Çoğunlukla imaretlerde yoksullara verilen kepekli undan yapılmış pideye benzer bir ekmek türü
frenk,5,"Anglosakson, Cermen veya Latin ırklarının birinden olan kimse"
gölük,5,"Yük taşıyan ve binilen at, eşek, beygir, katır vb. hayvan"
görev,5,Bir nesne veya bir kimsenin yaptığı iş
gürün,5,Sivas iline bağlı ilçelerden biri
güvez,5,Mora çalan kırmızı renk
gabya,5,Ana direklerin üzerine sürülen çubuklar ve ana direklerin üstlerinde bulunan serenler
gamlı,5,"Kaygılı, tasalı, sıkıntısı, üzüntüsü olan, mağmum"
genel,5,"Bir şeye veya bir kimseye özgü olmayıp onun bütün benzerlerini içine alan, umumi"
getto,5,"Avrupa ülkelerinde Yahudilerin gönüllü olarak veya zorlanarak yerleştirildikleri ve her türlü gereksinimini başka yere gitmeden karşılayabildikleri mahalle, Yahudi mahallesi"
gocuk,5,Tek parça hayvan postundan yapılan ceket
guatr,5,"Boyundaki troit bezinin aşırı büyümesiyle beliren hastalık, guşa, cedre"
hafik,5,Sivas iline bağlı ilçelerden biri
hamak,5,"İki ağaç veya direk arasına asılarak kurulan, içine yatılarak sallanılabilen, ağ, bez vb.nden yapılmış yatak, ağ yatak"
hasım,5,"Düşman, yağı"
hatıl,5,"Ağırlığı yatay olarak dağıtmak ve duvarların düşey doğrultudaki çatlamalarını önlemek için yatay olarak boydan boya yerleştirilen ahşap, tuğla veya beton bağlama ögesi"
haydi,5,"İsteklendirmek, çabukluk belirtmek için kullanılan bir söz, hadi"
heder,5,"Karşılığını alamama, boşa gitme, ziyan olma"
hitit,5,"MÖ XX-XII. yüzyıllar arasında Anadolu'da, XII-VIII. yüzyıllar arasında Hatay ve Kuzey Suriye'de devletler kurmuş olan eski bir ulus, Eti"
horoz,5,"Tavukgillerden, tavuğun erkeği olan kümes hayvanı"
içlem,5,"Bir kavramın çağrıştırdığı kapsama giren niteliklerin veya taşıdığı özelliklerin bütünü, tazammun"
ibrik,5,"Su koymaya yarayan kulplu, emzikli kap"
ifham,5,"Bildirme, anlatma"
ihraç,5,"Çıkarma, dışarıya atma"
ikrah,5,"Tiksinme, iğrenme"
ilenç,5,"Beddua, kargış"
ilkin,5,"Başta, başlangıçta, önce, iptida"
imbat,5,"Yazın, gündüz denizden karaya doğru esen mevsim rüzgârı, deniz yeli"
iplik,5,"Pamuk, keten, yün, ipek, naylon vb. dokuma maddelerinin uzun, ince liflerinden her biri"
ister,5,"Bir şeyin yapılabilmesinin veya olabilmesinin bağlı olduğu şey, gerek, icap, lüzum"
itlik,5,İtçe davranış
izmit,5,Kocaeli iline bağlı ilçelerden biri
kömür,5,"Karbonlu maddelerin kapalı ve havasız yerlerde için için yanmasından veya çok uzun süre derin toprak katmanları altında kalıp birtakım kimyasal değişmelere uğramasından oluşan, siyah renkli, bitkisel kaynaklı, içinde yüksek oranda karbon bulunan katı yakıt"
küçük,5,"Boyutları, benzerlerininkinden daha ufak olan, mikro, büyük karşıtı"
küncü,5,Susam tanesi
kütle,5,Katı maddelerin büyük parçası
kınık,5,Oğuz Türklerinin yirmi dört boyundan biri
kırat,5,"Elmas, zümrüt vb. değerli taşların tartısında kullanılan, 0,20043 gramlık ağırlık ölçü birimi"
kıssa,5,"Ders çıkarılması gereken anlatı, olay"
kabza,5,"Silah, kılıç vb. şeylerde tutulacak yer, tutak, sap"
kafir,5,"""Tanrı'nın varlığını ve birliğini inkâr eden kimse"""
kakaç,5,Tuzlanıp kurutulmuş yiyecek
kalem,5,"Yazma, çizme vb. işlerde kullanılan çeşitli biçimlerde araç"
kanat,5,Kuşlarda ve böceklerde uçmayı sağlayan organ
kasnı,5,"Çadıruşağı, şeytantersi ağacı vb. bitkilerden elde edilen bir zamk"
kavaf,5,"Ucuz, özenmeden ve bayağı cins ayakkabı, kemer, cüzdan yapan veya satan esnaf"
kavuz,5,"Buğdaygillerin başağında, başakçıkları veya çiçeği saran kabuk"
kazıl,5,"Kıldan bükülmüş, çuval dikmekte kullanılan ip, sicim"
keban,5,Elâzığ iline bağlı ilçelerden biri
kesek,5,"Bel, çapa veya sabanın topraktan kaldırdığı iri parça"
kitin,5,"Eklem bacaklıların ve kabukluların dış dokusunu oluşturan, bazı mantar ve likenlerde de rastlanan, dayanıklı ve esnek organik madde"
kolpo,5,Bilardo oyununda vuruş
konum,5,"Bir kimsenin veya bir şeyin bir yerdeki durumu veya duruş biçimi, pozisyon"
kriko,5,"Ağır bir yükün kaldırılmasını veya alt tarafında yapılacak bir çalışmada otomobil vb. taşıtların yerden yükseltilmesini sağlayan alet, kaldırıcı"
kucak,5,"Açık kollarla göğüs arasındaki bölüm, aguş"
lüfer,5,"Eti ve karnı beyaz, sırtı koyu, hafif pullu, kemikli bir balık (Pomatomus saltatrix)"
latif,5,"Yumuşak, hoş, ince bir güzelliği olan"
mahut,5,"Bilinen, adı geçen, sözü geçen"
makus,5,"Ters çevrilmiş, baş aşağı getirilmiş"
matuf,5,Bir yöne eğilmiş
medya,5,İletişim ortamı
melal,5,"Can sıkıntısı, usanç"
memba,5,"Kaynak, pınar"
mimik,5,"Yüz, el, kol hareketleriyle düşünceyi anlatma sanatı"
motif,5,Yan yana gelerek bir bezeme işini oluşturan ve kendi başlarına birer birlik olan ögelerden her biri
muhik,5,"Haklı, doğru"
muris,5,Miras bırakan
nedim,5,"Arkadaş, yakın dost"
nevir,5,"Yüzün rengi, bet beniz"
nihai,5,"İşi sona erdiren, işi kesen, son, sonuncu"
nutuk,5,"Söz, konuşma"
ongun,5,"Çok verimli, bol, eksiksiz"
organ,5,"Vücudun, belirli bir görev yapan ve sınırları kesin olarak belirlenmiş bölümü, örgen, uzuv"
paçal,5,Ekmek yapmak için çeşitli tahılların yasaya göre belirlenen gerekli karışım oranı
palet,5,Ressamların boyaları üzerine dizerek fırça ile karıştırdıkları elde tutulan levha
perde,5,"Görüşü, ışığı engellemek, bir şeyi gizlemek için pencereye veya bir açıklığın önüne gerilen örtü"
pudra,5,"Bazı mineral ürünlerin karışımı ile elde edilen, cildi korumak, düzgün ve güzel göstermek veya kırışıklıkları, pürüzleri gizlemek amacıyla yüze ve tene sürülen, kokulu ince toz"
randa,5,Gemilerin mizana direğinin gerisindeki yelken
romen,5,Eski Roma halkından olan kimse
rumba,5,"""Küba'dan Amerika ve Avrupa'ya yayılan bir dans"""
sütun,5,"Herhangi bir maddeden yapılan, zaman zaman üstünde çıkıntılı bir bölüm olan, genellikle bir altlığa, bazen doğrudan doğruya yere dayalı silindir biçiminde düşey destek, kolon"
sahan,5,Derinliği az olan kap
salça,5,Yemeklere lezzet ve renk katmak için konulan domates veya biber ezmesi
savla,5,Gemilerde bayrakları direğe çekmekte kullanılan ince ip
sebat,5,"Sözünden veya kararlarından dönmeme, bir işi sonuna değin sürdürme, direşme"
sevgi,5,İnsanı bir şeye veya bir kimseye karşı yakın ilgi ve bağlılık göstermeye yönelten duygu
sicil,5,Resmî belgelerin kaydedildiği kütük
simav,5,Kütahya iline bağlı ilçelerden biri
sipsi,5,Ağaç dallarından yapılan düdük
siyek,5,"Sidik torbasından başlayarak dışarıya kadar uzanan sidik yolunun son bölümü, üretra"
sucuk,5,Şişirilip kurutulmuş bağırsak içine baharlı et kıyması doldurularak yapılan bir yiyecek türü
türlü,5,"Çok çeşitli özellikleri olan, çeşit çeşit, muhtelif"
tafra,5,"Kendisini olduğundan büyük gösterip böbürlenme, yüksekten atma"
takim,5,"Verimsiz duruma getirme, sonuçsuz bırakma, kısırlaştırma"
taret,5,"Gemilerde veya kalelerde, topçu mevzilerinde topun makine bölümünü ve topçuları koruyacak biçimde yapılmış zırhlı kule"
tavır,5,"Durum, vaziyet (I), hâl"
teyze,5,"Annenin kız kardeşi, ana yarısı"
timüs,5,"Göğüs kemiği arkasında bulunan iç salgı bezi, özden"
topal,5,"Bacağındaki sakatlık sebebiyle seker gibi veya iki adımda bir, bir yana eğilerek yürüyen (insan veya hayvan)"
tutaç,5,Laboratuvar maşası
tuzcu,5,Tuz satan kimse
uğraş,5,"Bir insanın yaptığı iş veya meslek, iş güç, meşguliyet"
uzluk,5,"Ustalık, işinin eri olma durumu, hazakat, ehliyet"
vaşak,5,"Kedigillerden, kulakları sivri, dişleri ve tırnakları keskin, kürkünden yararlanılan, yırtıcı bir hayvan (Lynx lynx)"
viyol,5,"Satış sırasında yumurtayı korumayı amaçlayan, atık malzemeden yapılmış özel kap"
yaşlı,5,"Yaşı ilerlemiş, kocamış, ihtiyar (kimse)"
yamçı,5,"Bir yüzü uzun tüylü, kalın yünden dokunarak yapılmış yağmurluk"
yanay,5,"Bir cismin düşey kesiti, profil"
yavuz,5,"Güçlü, çetin"
yeğen,5,"Birine göre, kardeş, amca, hala, dayı veya teyzenin çocuğu"
yelek,5,Ceket altına giyilen kolsuz ve kısa giysi
yenge,5,"Bir kimsenin kardeşinin, dayısının veya amcasının karısı"
yorum,5,"Bir yazının veya bir sözün, anlaşılması güç yönlerini açıklayarak aydınlığa kavuşturma, tefsir"
zırva,5,"Saçma, saçma sapan, boş, anlamsız söz"
zaman,5,"Bir işin, bir oluşun içinde geçtiği, geçeceği veya geçmekte olduğu süre, vakit"
zehir,5,"Organizmaya girdiğinde kimyasal etkisiyle fizyolojik görevleri bozan ve miktarına göre canlıyı öldürebilen madde, ağı, sem"
zulüm,5,"Güçlü bir kimsenin yasaya veya vicdana aykırı olarak başkasını uğrattığı kötü durum, kıygı, eziyet, cefa"
çılgın,6,"Aşırı davranışlarda bulunan, deli, mecnun"
çarmıh,6,Suçlunun öldürülmek amacıyla çivilendiği haç biçimindeki darağacı
şefaat,6,Birinin suçunun bağışlanması veya dileğinin yerine getirilmesi için o kimseyle Tanrı arasında peygamberin yaptığı aracılık
şeriye,6,İslam hukukuyla ilgili
şimşek,6,"Bir bulutun tabanı ile yer arasında, iki bulut arasında veya bir bulut içinde elektrik boşalırken oluşan kırık çizgi biçimindeki geçici ışık, balkır, çakım, çakın, yalabık, yıldırak"
şorolo,6,"Kadınlaşmış, kadın kılığına girmiş olan ve ahlak dışı ilişkiler için kullanılan erkek"
açelya,6,"Kokusuz, güzel renkli çiçekler açan bir bitki (Rhododendron)"
abazan,6,Uzun süre cinsel ilişkide bulunmayan (erkek)
afacan,6,Zeki ve yaramaz (çocuk)
akören,6,Konya iline bağlı ilçelerden biri
anacık,6,Annelere sevgiyle yaklaşıldığını belirten bir söz
antika,6,Tarihsel bir döneme ait olan
artrit,6,Eklem romatizması
asetik,6,"Sirkeyle ilgili, sirkeyle aynı özellikleri taşıyan"
bahane,6,Bir şeyin gerçek sebebi gizlenerek ileri sürülen uydurma sebep
balbal,6,Eski Türklerde kişinin anılması için mezarının veya bazı kurganların etrafına dikilen taş
balkon,6,"Bir yapının genellikle dışarıya doğru çıkmış, çevresi duvar veya parmaklıkla çevrili bölümü"
barata,6,Bilim doktorları ile kardinallerin giydikleri dört köşe külah veya başlık
batman,6,"7,692 kilogram olan ağırlık ölçü birimi"
baytar,6,Veteriner hekim
bedava,6,"Karşılıksız, parasız"
bulgar,6,Slavların güney kolundan olan bir halk veya bu halkın soyundan olan kimse
cellat,6,Ölüm cezasına çarptırılanları öldürmekle görevli olan kimse
cismen,6,"Cisim olarak, vücutça, bedence"
dülger,6,Yapıların kaba ağaç işlerini yapan kimse
damsız,6,Damı olmayan
dingil,6,"Tekerleklerin merkezinden geçen ve taşıtın altına enlemesine yerleştirilmiş mil, eksen, aks"
dispeç,6,"Bir ortak avaryada deniz kazasından sonra gemi, yük ve navlunla ilgili kimselerin uğradıkları zararların ve bunlar tarafından yapılan masrafların nasıl, kimler tarafından ve ne oranda karşılanacağını belirlemek için yapılan işlem"
eğilim,6,"Bir şeyi sevmeye, istemeye veya yapmaya içten yönelme, meyil, temayül"
ebelik,6,Ebe olma durumu
elifba,6,Arap alfabesi
entari,6,Genellikle tek parçalı kadın giyeceği
ertesi,6,"Bir günün, haftanın, ayın, mevsimin, yılın ardından gelen (gün, hafta, ay, mevsim, yıl), ferdası"
ezinti,6,Açlık etkisiyle midede duyulan tedirginlik
fıtrat,6,"Yaradılış, hilkat"
fariza,6,Tanrı buyruğu
fileto,6,"Kasaplık hayvanların sırtında, dikensi çıkıntı boyunca iki yandaki et"
fondan,6,"İçinde likör, tatlı veya hoş kokulu maddeler bulunan, ağızda kolayca eriyen bir şekerleme türü"
göçmen,6,"Kendi ülkesinden ayrılarak yerleşmek için başka ülkeye giden (kimse, aile veya topluluk), muhacir"
gümrah,6,Aşırı derecede büyümüş
galeri,6,Bir yapının birçok bölümünü aynı katta birbirine bağlayan içten veya dıştan yapılmış geniş geçit
gargar,6,Süzgeçli testi
geçmez,6,Kullanımı olmayan
girdap,6,"Bir engelle karşılaşan su veya hava akıntısının dönerek ve çukurlaşarak yaptığı çevrinti, ters akıntıların oluşturduğu dönme, eğrim, çevri, anafor"
graben,6,Çöküntü hendeği
harami,6,"Hırsız, haydut, eşkıya"
hayhay,6,"""""İsteyerek, seve seve, elbette"""" anlamlarında onama bildiren bir söz"
hepyek,6,Zarla oynanan oyunlarda zarların tek benekli yönlerinin üste gelmesi
hiddet,6,"Öfke, kızgınlık"
icapçı,6,Nöbeti hastane yerine evde tutan ve her an hastaneden çağrılmayı bekleyen doktor
ikinci,6,İki sayısının sıra sıfatı
iletki,6,"Bir açıyı ölçmeye ve başka bir yerde aynı açıyı çizmeye yarayan, yarım çember biçimindeki araç, açıölçer, mastara, minkale"
izomer,6,Aynı oranlarda birleşmiş aynı elementlerden oluşan fakat moleküllerinde atom gruplaşmaları değişik olduğu için birbirlerinden farklı özellikler gösteren (maddeler)
köksel,6,Kökle ilgili
kütlük,6,Küt olma durumu
kınnap,6,"Kaba şeyler dikmeye, bağlamaya yarayan ince sicim veya kalın iplik"
kaşane,6,"Büyük, süslü köşk, saray vb. yapı"
kandil,6,İçinde sıvı bir yağ ve fitil bulunan kaptan oluşmuş aydınlatma aracı
karşın,6,"Bir şeyin gerekenin veya mantığın tersine olarak yapıldığını anlatan bir söz, rağmen"
kaside,6,"On beş beyitten az olmayan, bütün beyitlerin ikinci dizeleri en baştaki beyit ile uyaklı olan ve çoğu kez büyükleri övmek için yazılan divan edebiyatı şiir türü"
kayısı,6,"Gülgillerden, sıcak veya ılık iklimlerde yetişen, çiçekleri pembemsi beyaz bir ağaç (Prunus armeniaca)"
kimyon,6,"Maydanozgillerden, 50 santimetre yüksekliğinde, beyaz veya pembe çiçekli, bir yıllık, güzel kokulu ve otsu bir bitki (Cuminum cyminum)"
komita,6,Siyasi bir amaca ulaşmak için silah kullanan gizli topluluk
kornet,6,Pistonlu orkestra çalgısı
kraker,6,Bir tür gevrek ve tuzlu bisküvi
kulvar,6,Yüzme ve atletizm yarışmalarında her yarışçıya ayrılan şerit
kurban,6,Dinin buyruğunu veya bir adağı yerine getirmek için kesilen hayvan
lüknet,6,"Dilde pelteklik, tutukluk durumu"
lavabo,6,"Üzerinde su muslukları bulunan, porselen, emaye, sac vb.nden yapılmış, el, yüz, bulaşık yıkamaya yarar, çukur yer veya eşya"
lipari,6,Çirozluktan sonra yağlanmaya başlayan uskumru
longoz,6,Deniz veya ırmaklarda birdenbire derinleşen yer
müdavi,6,Hastaya bakan (kimse)
mızrap,6,"Telli çalgıları çalmaya yarayan, kemik, maden, plastik veya özellikle kiraz ağacından yapılan alet, çalgıç, tezene, pena"
maşuka,6,"Sevilen, âşık olunan kadın"
maksut,6,"İstenen, niyet edilen, güdülen, amaçlanan"
maltoz,6,"Nişastası tam olmayan, hidroliz sırasında ortaya çıkan şeker (C12H12O11)"
manken,6,"Genellikle modaevlerinde giysileri alıcılara gösterme işiyle görevli kimse, model"
maskot,6,Uğur getireceğine inanılan şey
matlık,6,Mat olma durumu
mazgal,6,"Kale duvarlarında iç yanı geniş, dış yanı dar delik"
meczup,6,Tanrı aşkıyla aklını yitirmiş kimse
menkul,6,Bir yerden bir yere taşınabilen (mal)
merkat,6,"Mezar, kabir"
mizahi,6,"İçinde gülmece bulunan, gülmece niteliği taşıyan (yazı, karikatür vb.)"
muğber,6,"Gücenmiş, gücenik, küskün"
nötron,6,Yaklaşık olarak proton ağırlığında ve elektrik yüklü olmayan bir atom cisimciği
nedime,6,Hanım arkadaş
neptün,6,"""Güneş'e yakınlık bakımından sekizinci olan gezegen"""
olanca,6,"Bütün, elde bulunanın hepsi"
onbaşı,6,"On ere kumanda eden asker, erin üstündeki ilk rütbe"
pırnal,6,Kışın yapraklarını dökmeyen bir tür meşe çalısı (Quercus ilex)
postiş,6,Kadınların genellikle başlarının arkasına taktıkları ek saç
proton,6,Atom çekirdeğinde her biri (+1) pozitif elektrik yükü taşıyan tanecik
razakı,6,"Kalınca kabuklu, iri ve uzunca taneli, şekeri çok bir tür üzüm"
replik,6,Oyuncunun sözü karşısındakine bırakırken söyleyeceği son söz
rokoko,6,"XVIII. yüzyılın başında Fransa'da çok geçerli olan, kavisli çizgileri bol, gösterişli bir bezeme üslubu"
sağlam,6,"Dayanıklı, kolay bozulmaz, yıkılmaz, stabil"
sadaka,6,Dilenciye verilen para
segman,6,"Yağ ve gaz sızıntısını önlemeye yarayan, motor pistonlarına yerleştirilen, dökme demirden yapılan halka"
selçuk,6,İzmir iline bağlı ilçelerden biri
semavi,6,"Gökle ilgili, göğe ilişkin"
seyyar,6,"Belli bir yeri olmayan, gezici, gezgin"
stepne,6,Yedek lastik
töhmet,6,"Birine yüklenen, işlenildiği sanılan fakat henüz aydınlanmamış olan suç, suçlama"
tabure,6,Sırt ve kol dayayacak yeri olmayan iskemle
taltif,6,İyilik ederek gönül alma
tansık,6,"İnsan aklının alamayacağı, şaşırtıcı, olağanüstü olay, mucize"
tasarı,6,Olması veya yapılması istenen bir şeyin zihinde aldığı biçim
teçhiz,6,"Donatma, donatım"
tearuz,6,"Çatışma, birbirine ters düşme"
tedris,6,"Ders verme, öğretme, öğretim"
tehyiç,6,"Coşturma, heyecanlandırma"
temaşa,6,"Hoşlanarak bakma, seyretme"
terkip,6,"Birleşim, birleştirme, bir araya getirme"
teshir,6,"Ele geçirme, zapt etme"
tirfil,6,Bir tür yonca
tropik,6,Dönenceye ait
tutsak,6,"Savaşta ele geçen düşman, esir"
vektör,6,"Doğrultusu, yönü, uzunluğu belirli olan ve bir ok işaretiyle gösterilen doğru çizgi"
viskoz,6,Selüloz türevlerinin üretiminde kullanılan koloidal selüloz çözeltisi
yamyam,6,"Daha çok din, tapınma, büyü vb. amaçlarla insan eti yiyen (kimse)"
yaygın,6,"Çoğu kimselerce duyulmuş, öğrenilmiş, kullanılmış veya benimsenmiş olan"
yekten,6,"Birden, birdenbire, ansızın"
yumruk,6,Parmakların kapanmasıyla elin aldığı biçim
zümrüt,6,"Cam parlaklığında, yeşil renkte, saydam bir süs taşı, doğal alüminyum ve berilyum silikatı"
zabıta,6,Belediye hizmetlerinin güvenliğini sağlamakla görevli yönetim
zillet,6,"Hor görülme, aşağılanma"
çığıltı,7,Çığlıkla karışık sesin adı
çalyaka,7,Yakasına yapışıp sıkıca tutarak
çarkacı,7,Osmanlı ordusunda öncü süvari birliğinde görevli asker
çisenti,7,Toza benzer biçimde ince ince yağan şey
çotanak,7,Üzerinde birçok fındık bulunan dal
özsever,7,"Kendi benliğine bağlanan, hayran olan (kimse), narsist"
ışıldak,7,"Karanlıkta bir hedefi aydınlatmak için kullanılan dar, uzun bir ışın demeti çıkaran ışık kaynağı, projektör"
ısırıcı,7,Isırma özelliği olan
şıpıdık,7,"Ökçesiz ve arkalıksız terlik veya pabuç, şıpşıp"
şantiye,7,Yapı gereçlerinin yığılıp saklandığı veya işlendiği yer
ablatif,7,Çıkma durumu
ahududu,7,"Gülgillerden, böğürtleni andıran, çalı görünümünde, dikenli bir bitki (Rubus idaeus)"
akpınar,7,Kırşehir iline bağlı ilçelerden biri
aksiyon,7,"Bir kuvvetin, maddi bir etkenin, bir düşüncenin ortaya çıkması"
almaşık,7,"İki veya daha çok şeyin sıralanmasında karşılıklı değil, aralıklı olarak sağda ve solda yerleşmiş olan"
ambargo,7,"Bir malın serbest sürümünü engellemek için konulan yasak, engelleyim"
anatomi,7,"İnsan, hayvan ve bitkilerin yapısını ve organlarının birbiriyle olan ilgilerini inceleyen bilim, teşrih"
armağan,7,"Birini sevindirmek, mutlu etmek, onurlandırmak, kutlamak için veya anı olarak verilen şey, hediye, dürü"
artımlı,7,"Pişince şiştiği için miktarı artmış gibi görünen, artağan"
aspirin,7,"Ağrı kesici, ateş düşürücü, kan sulandırıcı ve yangı giderici olarak kullanılan hap"
aterina,7,Gümüş balığı
ayrancı,7,Karaman iline bağlı ilçelerden biri
başaklı,7,Başağı olan (ekin)
başlıca,7,"En önemli, başta gelen"
bahadır,7,"Savaşlarda gücü ve yılmazlığıyla üstünlük kazanan veya yiğitlik gösteren kimse, batur"
bariton,7,Tenor ve bas arasındaki erkek sesi
bayilik,7,Bir maddeyi sürekli satma işi
bebecik,7,Bebeklere sevgiyle yaklaşıldığını belirten bir söz
besmele,7,"""""Esirgeyen ve bağışlayan Allah'ın adı ile"""" anlamına gelen ve bir işe başlarken söylenilen bismillahirrahmanirrahim sözü, bismillah"
beyoğlu,7,İstanbul iline bağlı ilçelerden biri
bidayet,7,"Başlama, başlangıç"
bininci,7,"Bin sayısının sıra sıfatı, sırada dokuz yüz doksan dokuzuncudan sonra gelen"
bozüyük,7,Bilecik iline bağlı ilçelerden biri
buutsuz,7,Boyutu olmayan
cadılık,7,"Cadıya yakışır davranış, huysuzluk"
celadet,7,"Yiğitlik, kahramanlık"
cereyan,7,"Bir yöne doğru akma, akış, akıntı"
ciranta,7,Bir senedi ciro eden kimse
curcuna,7,"Gürültülü, karışık durum"
dörtyol,7,Hatay iline bağlı ilçelerden biri
dığdığı,7,"""Konuşurken """"r"""" leri """"ğ"""" gibi söyleyen (kimse)"""
denklem,7,"İçinde yer alan bazı niceliklere ancak uygun bir değer verildiği zaman sağlanabilen eşitlik, muadele"
dilaver,7,"Yiğit, delikanlı"
diyorit,7,"Özellikle plajiyoklazdan oluşan, saydam, üstü tanecikli derinlik kayacı"
dokunca,7,"Kötülüğe yol açan, sağlığı bozan şey"
donanım,7,"Bir gemi direğine, bir yelkene veya başka bir parçaya bağlı bulunan halat ve makara vb. manevra araçları"
eşofman,7,"Genellikle spor çalışmalarında giyilen, pamuklu veya sentetik kumaştan, iki parçalı giysi"
eflatun,7,Açık mor renk
eldiven,7,"Dış etkilerden korumak için ele giyilen kumaş, deri veya kauçuktan yapılan el giysisi"
embesil,7,"Budala, aptal, ahmak"
ezansız,7,Ezan okunmayan (yer)
figüran,7,"Genellikle tiyatro ve sinemada, konuşması olmayan veya konuşması çok az olan rollere çıkan kimse"
firkete,7,Kadınların saçlarını tutturmak için kullandıkları U biçimindeki naylon veya telden saç tokası
görenek,7,"Bir şeyi eskiden beri görüldüğü gibi yapma alışkanlığı, âdet"
gırtlak,7,"Soluk borusunun üst bölümü, ümük, imik, hançere"
galvano,7,Elektroliz yoluyla yapılmış resim klişesi
gazaplı,7,"Öfkeli, kızgın, hiddetli"
gelecek,7,"Daha gelmemiş, yaşanacak zaman, istikbal, ati"
genelge,7,"Yasa ve yönetmeliklerin uygulanmasında yol göstermek, herhangi bir konuda aydınlatmak, dikkat çekmek üzere ilgililere gönderilen yazı, tamim, sirküler"
giresun,7,"""Türkiye'nin Karadeniz Bölgesi'nde yer alan illerinden biri"""
gomalak,7,"Mobilya cilası ve zamk yapımında kullanılan, alkolde eriyen bir tür hayvansal reçine"
halojen,7,"Madenlerle birleştiğinde tuz verebilen flor, klor, brom ve iyot elementleri"
hanbeli,7,İslamiyette dört Sünni mezhepten biri
hayasız,7,"Utanması olmayan, sıkılmayan"
helalli,7,Nikâhlı (eş)
holigan,7,"Özellikle futbolda fanatizmi besleyen, aşırı davranışlarda bulunan ve çevreye zarar vermeye eğilimli taraftar"
huşunet,7,"Sertlik, kabalık, kırıcılık"
içbükey,7,"Yüzeyi düzgün ve pürüzsüz çukur biçiminde olan, obruk, mukaar, konkav"
işkembe,7,Geviş getirenlerin ilk ve en büyük mide bölümü
ibnelik,7,İbne olma durumu
ihtiyar,7,"Yaşlı, kocamış olan, pir (kimse), genç karşıtı"
iltifat,7,"Birine güler yüz gösterme, hatırını sorma, tatlı davranma"
imtisal,7,"Bir örneğe göre davranma, uyma, benzemeye çalışma"
intizar,7,"Birinin gelmesini, bir şeyin olmasını bekleme, gözleme"
irticai,7,"Gericilikle ilgili, gerici (davranış, tutum)"
isyancı,7,Başkaldırıcı
köçekçe,7,"Çoğu karcığar veya ağırlama makamında, kıvrak ve şen oyun havası"
kütahya,7,"""Türkiye'nin Ege Bölgesi'nde yer alan illerinden biri"""
kırkyıl,7,Çok uzun süre
kadavra,7,"Tıp öğretiminde, üzerinde çalışma yapılan ölü insan veya hayvan vücudu"
kalamit,7,Amfibol cinsinden bir mineral türü
kamanço,7,"Yükleme, aktarma, elden ele geçirme"
kanasta,7,Bir tür kâğıt oyunu
karagöz,7,"İzmaritgillerden, 25-30 santimetre uzunluğunda, enli, boz renkli, beyaz etli bir balık (Sargus sargus)"
kavanoz,7,"Plastik, cam vb. maddelerden yapılmış ağzı geniş, çeşitli boylarda kap"
kehanet,7,"Bir olayın gerçekleşeceğini önceden bilme, kâhinlik, ön deyi, prediksiyon"
kerevit,7,"Kabuklular sınıfından, çamurlu tatlı sularda yaşayan bir eklem bacaklı, tatlısu ıstakozu, karavide (Potamobius fluviatilis)"
kilovat,7,Bin vatlık bir güç birimi
kiyaset,7,"Akıllıca davranış, akıllılık"
kocabaş,7,"İspinozgillerden, 18 santimetre uzunluğunda, sırtı kahverengi, karnı pembe bir tür kuş, flurcun (Cocothraustes coccothraustes)"
kolaçan,7,Herhangi bir amaçla çevreyi dolaşıp pek belli etmeksizin gözden geçirme
konsome,7,Et suyu ile kemiklerin birlikte kaynatılmasından ve yağının alınmasından sonraki durumu
kundura,7,"Kaba işlenmiş, bağsız, konçsuz ayakkabı"
lamekan,7,"Mekânı olmayan, mekânsız"
lenduha,7,Çok iri ve kaba
müesses,7,"Kurulu, kurulmuş"
mülakat,7,"Buluşma, görüşme"
müstait,7,"Doğuştan yetenekli, kabiliyetli olan"
mahbube,7,Sevilen kadın
maraton,7,"42,195 metrelik en uzun yol koşusu"
metruke,7,"Bırakılmış, geriye kalmış"
mezalim,7,"Zulümler, haksızlıklar, kıyımlar"
militan,7,"Bir düşüncenin, bir görüşün başarı kazanması için savaşan, mücadele eden kimse"
mobilya,7,"Oturulan, yemek yenilen, çalışılan, yatılan yerlerin döşenmesine yarayan taşınabilir eşyaya verilen genel ad, möble"
muazzam,7,"Çok büyük, çok iri, koskoca, koskocaman"
muhatap,7,"Kendisine söz söylenilen kimse, kendisiyle konuşulan kimse"
mutmain,7,"İnanmış, gönlü kanmış, emin olan"
nadirat,7,"Seyrek, az görülen, az bulunan şeyler veya durumlar"
nezaret,7,"Bakma, gözetme, gözetim"
nikotin,7,"Tütün yapraklarından çıkarılan, renksiz, açıkta bırakıldığında havadan oksijen alarak esmerleşen, 247 °C'de kaynayan, 1,033 yoğunluğunda çok zehirli bir alkaloit (C10H14N2)"
ofansif,7,Atağa dayalı
